epsilon,clients,trials,
0.025,10000,5,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5054,5054,1330,2035,
dprio,11,5002,4997,2824,2151,
prio,1,5020,5020,1317,2026,
dprio,11,4951,4976,2802,2150,
prio,1,4920,4920,1317,2027,
dprio,11,4947,4941,2795,2148,
prio,1,4992,4992,1319,2024,
dprio,11,4907,4951,2802,2182,
prio,1,5070,5070,1339,2025,
dprio,11,5139,5135,2830,2146,
prio_average_client_elapsed,prio_average_server_elapsed,
1324.4,2027.4,
dprio_average_client_elapsed,dprio_average_server_elapsed,
2810.6,2155.4,
client_overhead,server_overhead,
112.22%,6.31%,
epsilon,clients,trials,
0.05,10000,5,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5129,5129,1316,2025,
dprio,10,4911,4927,2795,2147,
prio,1,4980,4980,1314,2023,
dprio,10,5030,5051,2795,2145,
prio,1,4934,4934,1314,2025,
dprio,10,5091,5093,2798,2141,
prio,1,4924,4924,1316,2024,
dprio,10,5055,5089,2795,2144,
prio,1,4979,4979,1314,2024,
dprio,10,5040,5023,2794,2143,
prio_average_client_elapsed,prio_average_server_elapsed,
1314.8,2024.2,
dprio_average_client_elapsed,dprio_average_server_elapsed,
2795.4,2144,
client_overhead,server_overhead,
112.61%,5.92%,
epsilon,clients,trials,
0.1,10000,5,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5031,5031,1313,2022,
dprio,9,4877,4846,2801,2139,
prio,1,5008,5008,1316,2032,
dprio,9,4946,4987,2790,2141,
prio,1,4950,4950,1313,2022,
dprio,9,5042,5048,2794,2138,
prio,1,4954,4954,1315,2023,
dprio,9,5008,4959,2790,2139,
prio,1,4995,4995,1314,2024,
dprio,9,5003,5004,2791,2149,
prio_average_client_elapsed,prio_average_server_elapsed,
1314.2,2024.6,
dprio_average_client_elapsed,dprio_average_server_elapsed,
2793.2,2141.2,
client_overhead,server_overhead,
112.54%,5.76%,
epsilon,clients,trials,
0.2,10000,5,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5038,5038,1316,2023,
dprio,8,5007,5006,2792,2138,
prio,1,4986,4986,1315,2023,
dprio,8,4959,4962,2789,2137,
prio,1,4978,4978,1314,2023,
dprio,8,5037,5036,2792,2141,
prio,1,5002,5002,1315,2025,
dprio,8,4957,4953,2801,2138,
prio,1,5037,5037,1315,2028,
dprio,8,5011,5013,2790,2141,
prio_average_client_elapsed,prio_average_server_elapsed,
1315,2024.4,
dprio_average_client_elapsed,dprio_average_server_elapsed,
2792.8,2139,
client_overhead,server_overhead,
112.38%,5.66%,
epsilon,clients,trials,
0.4,10000,5,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,4935,4935,1315,2024,
dprio,7,4913,4912,2700,2076,
prio,1,4973,4973,1313,2023,
dprio,7,5035,5035,2701,2080,
prio,1,4990,4990,1316,2027,
dprio,7,5108,5113,2701,2081,
prio,1,4881,4881,1314,2028,
dprio,7,5017,5015,2701,2076,
prio,1,5030,5030,1313,2025,
dprio,7,4883,4884,2701,2075,
prio_average_client_elapsed,prio_average_server_elapsed,
1314.2,2025.4,
dprio_average_client_elapsed,dprio_average_server_elapsed,
2700.8,2077.6,
client_overhead,server_overhead,
105.51%,2.58%,
epsilon,clients,trials,
0.8,10000,5,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5020,5020,1314,2023,
dprio,6,4981,4983,2699,2081,
prio,1,4956,4956,1316,2024,
dprio,6,5089,5088,2698,2076,
prio,1,4955,4955,1316,2027,
dprio,6,5035,5030,2699,2075,
prio,1,4997,4997,1314,2022,
dprio,6,5032,5033,2697,2076,
prio,1,4992,4992,1313,2022,
dprio,6,4932,4932,2704,2080,
prio_average_client_elapsed,prio_average_server_elapsed,
1314.6,2023.6,
dprio_average_client_elapsed,dprio_average_server_elapsed,
2699.4,2077.6,
client_overhead,server_overhead,
105.34%,2.67%,
epsilon,clients,trials,
0.1,1000,5,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,507,507,130,202,
dprio,9,505,508,276,214,
prio,1,501,501,130,202,
dprio,9,494,497,275,214,
prio,1,511,511,130,202,
dprio,9,517,504,278,213,
prio,1,472,472,130,202,
dprio,9,500,491,276,214,
prio,1,473,473,130,202,
dprio,9,499,514,276,214,
prio_average_client_elapsed,prio_average_server_elapsed,
130,202,
dprio_average_client_elapsed,dprio_average_server_elapsed,
276.2,213.8,
client_overhead,server_overhead,
112.46%,5.84%,
epsilon,clients,trials,
0.1,10000,5,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5042,5042,1313,2028,
dprio,9,5114,5121,2789,2138,
prio,1,4989,4989,1313,2022,
dprio,9,4982,4978,2790,2139,
prio,1,4989,4989,1313,2022,
dprio,9,4984,4985,2788,2146,
prio,1,5020,5020,1314,2022,
dprio,9,5109,5088,2788,2140,
prio,1,4943,4943,1315,2023,
dprio,9,4967,4975,2789,2139,
prio_average_client_elapsed,prio_average_server_elapsed,
1313.6,2023.4,
dprio_average_client_elapsed,dprio_average_server_elapsed,
2788.8,2140.4,
client_overhead,server_overhead,
112.30%,5.78%,
epsilon,clients,trials,
0.1,100000,5,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,49987,49987,13232,20246,
dprio,9,50059,50057,28151,21462,
prio,1,50056,50056,13147,20268,
dprio,9,49844,49848,28003,21479,
prio,1,49958,49958,13165,20306,
dprio,9,50181,50192,28003,21450,
prio,1,49803,49803,13180,20287,
dprio,9,50211,50204,28048,21435,
prio,1,50031,50031,13146,20270,
dprio,9,49755,49750,27973,21429,
prio_average_client_elapsed,prio_average_server_elapsed,
13174,20275.4,
dprio_average_client_elapsed,dprio_average_server_elapsed,
28035.6,21451,
client_overhead,server_overhead,
112.81%,5.80%,
epsilon,clients,trials,
0.1,1000000,5,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,499483,499483,132390,202502,
dprio,9,499966,499968,281889,216556,
prio,1,500674,500674,131593,203237,
dprio,9,499778,499776,280517,214810,
prio,1,500376,500376,131655,203198,
dprio,9,500489,500490,279962,214912,
prio,1,500412,500412,131654,203269,
dprio,9,499918,499912,280119,214877,
prio,1,499873,499873,131653,203080,
dprio,9,499930,499921,280027,214922,
prio_average_client_elapsed,prio_average_server_elapsed,
131789,203057.2,
dprio_average_client_elapsed,dprio_average_server_elapsed,
280502.8,215215.4,
client_overhead,server_overhead,
112.84%,5.99%,
