server analysis:
0.025 & 10000 & 14 & 1935.6 & 2090.1 & 7.98\% & 256.8 \\ \hline
0.05 & 10000 & 14 & 1930.8 & 2087.2 & 8.10\% & 68.5 \\ \hline
0.1 & 10000 & 14 & 1930.7 & 2078.5 & 7.66\% & 59.8 \\ \hline
0.2 & 10000 & 14 & 1931.4 & 2074.7 & 7.42\% & 26.9 \\ \hline
0.4 & 10000 & 14 & 1930.4 & 2003.4 & 3.78\% & 11.5 \\ \hline
0.8 & 10000 & 14 & 1929.6 & 1999.3 & 3.61\% & 6.3 \\ \hline
client analysis:
0.025 & 10000 & 1293.9 & 2749.6 & 112.50\% \\ \hline
0.05 & 10000 & 1290.6 & 2746.4 & 112.80\% \\ \hline
0.1 & 10000 & 1290.5 & 2738.6 & 112.21\% \\ \hline
0.2 & 10000 & 1289.8 & 2737.1 & 112.21\% \\ \hline
0.4 & 10000 & 1289.1 & 2641.2 & 104.89\% \\ \hline
0.8 & 10000 & 1286.7 & 2634.3 & 104.73\% \\ \hline
epsilon,clients,noises,trials,
0.025,10000,14,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5066,5066,1290,1930,
dprio,10,4820,4999,2749,2087,
dprio,10,5155,5036,2747,2087,
dprio,10,4986,4965,2747,2094,
dprio,10,4932,5004,2745,2086,
dprio,10,5066,5046,2745,2086,
dprio,10,5040,5036,2745,2090,
dprio,10,4993,5024,2747,2087,
dprio,10,5115,5025,2746,2085,
dprio,10,5002,4907,2746,2085,
dprio,10,5008,4954,2747,2085,
epsilon,clients,noises,trials,
0.1,10000,14,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,4880,4880,1291,1930,
prio,1,5015,5015,1291,1930,
prio,1,4931,4931,1295,1931,
prio,1,5015,5015,1289,1934,
prio,1,5012,5012,1290,1930,
prio,1,4989,4989,1290,1930,
prio,1,5044,5044,1290,1931,
prio,1,4988,4988,1290,1930,
prio,1,5038,5038,1290,1930,
prio,1,5020,5020,1289,1931,
dprio,9,4946,5039,2739,2078,
dprio,9,4944,4901,2740,2078,
dprio,9,5078,5036,2742,2078,
dprio,9,4966,4962,2738,2079,
dprio,9,4871,4968,2738,2079,
dprio,9,5050,5009,2737,2078,
dprio,9,4930,4998,2738,2078,
dprio,9,4882,4962,2739,2079,
dprio,9,5094,5010,2738,2079,
dprio,9,4985,4939,2737,2079,
epsilon,clients,noises,trials,
0.2,10000,14,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5053,5053,1290,1931,
prio,1,4965,4965,1290,1931,
prio,1,4983,4983,1290,1931,
prio,1,5056,5056,1290,1934,
prio,1,5039,5039,1290,1930,
prio,1,4945,4945,1289,1930,
prio,1,4995,4995,1290,1931,
prio,1,5048,5048,1290,1931,
prio,1,5042,5042,1289,1934,
prio,1,4920,4920,1290,1931,
dprio,8,4976,5035,2740,2076,
dprio,8,4941,4939,2737,2074,
dprio,8,5055,5044,2737,2074,
dprio,8,5101,5063,2737,2076,
dprio,8,5053,5004,2738,2076,
dprio,8,5100,5088,2738,2075,
dprio,8,5014,4995,2736,2074,
dprio,8,4997,5007,2737,2074,
dprio,8,5165,5106,2736,2074,
dprio,8,4918,4928,2735,2074,
epsilon,clients,noises,trials,
0.4,10000,14,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,4934,4934,1289,1929,
prio,1,4994,4994,1290,1931,
prio,1,4993,4993,1290,1931,
prio,1,5018,5018,1290,1931,
prio,1,5045,5045,1289,1931,
prio,1,4988,4988,1290,1931,
prio,1,5012,5012,1289,1931,
prio,1,4971,4971,1289,1931,
prio,1,4954,4954,1288,1929,
prio,1,4981,4981,1287,1929,
dprio,7,5015,5009,2644,2005,
dprio,7,5094,5096,2643,2004,
dprio,7,4993,4982,2644,2004,
dprio,7,4966,4952,2643,2004,
dprio,7,4939,4954,2644,2004,
dprio,7,4952,4989,2644,2004,
dprio,7,5065,5073,2640,2003,
dprio,7,5001,5005,2640,2002,
dprio,7,4978,4971,2635,2002,
dprio,7,5028,5039,2635,2002,
epsilon,clients,noises,trials,
0.8,10000,14,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,4983,4983,1287,1930,
prio,1,5044,5044,1286,1929,
prio,1,4974,4974,1288,1931,
prio,1,5019,5019,1287,1929,
prio,1,4944,4944,1286,1930,
prio,1,5025,5025,1287,1929,
prio,1,5021,5021,1286,1929,
prio,1,4947,4947,1287,1931,
prio,1,4994,4994,1286,1929,
prio,1,4878,4878,1287,1929,
dprio,6,4947,4945,2636,1999,
dprio,6,5020,5017,2634,1999,
dprio,6,4917,4929,2634,1999,
dprio,6,5039,5031,2635,1999,
dprio,6,5009,5007,2634,2000,
dprio,6,5026,5035,2634,2000,
dprio,6,4947,4929,2634,1999,
dprio,6,4920,4921,2634,1999,
dprio,6,4894,4896,2634,1999,
dprio,6,4918,4924,2634,2000,
server analysis:
0.1 & 1000 & 10 & 192.0 & 208.8 & 8.75\% & 45.8 \\ \hline
0.1 & 10000 & 14 & 1930.1 & 2077.9 & 7.66\% & 39.2 \\ \hline
0.1 & 100000 & 17 & 19359.4 & 20789.7 & 7.39\% & 48.8 \\ \hline
0.1 & 1000000 & 20 & 193596.7 & 207897.2 & 7.39\% & 35.7 \\ \hline
client analysis:
0.1 & 1000 & 128.7 & 272.7 & 111.89\% \\ \hline
0.1 & 10000 & 1289.0 & 2735.4 & 112.21\% \\ \hline
0.1 & 100000 & 12919.3 & 27416.9 & 112.22\% \\ \hline
0.1 & 1000000 & 129277.9 & 274775.5 & 112.55\% \\ \hline
epsilon,clients,noises,trials,
0.1,1000,10,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,497,497,128,192,
prio,1,484,484,129,192,
prio,1,512,512,128,192,
prio,1,517,517,129,192,
prio,1,529,529,129,192,
prio,1,529,529,129,192,
prio,1,507,507,129,192,
prio,1,502,502,129,192,
prio,1,494,494,129,192,
prio,1,478,478,128,192,
dprio,9,481,498,272,209,
dprio,9,592,542,272,209,
dprio,9,461,495,273,209,
dprio,9,615,504,272,209,
dprio,9,558,514,273,209,
dprio,9,562,525,273,209,
dprio,9,503,497,273,208,
dprio,9,374,464,274,209,
dprio,9,570,502,272,209,
dprio,9,476,475,273,208,
epsilon,clients,noises,trials,
0.1,10000,14,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5057,5057,1288,1930,
prio,1,4933,4933,1288,1929,
prio,1,5027,5027,1287,1929,
prio,1,5006,5006,1287,1929,
prio,1,5007,5007,1290,1931,
prio,1,4994,4994,1290,1930,
prio,1,4889,4889,1290,1931,
prio,1,4993,4993,1290,1931,
prio,1,4989,4989,1290,1931,
prio,1,5020,5020,1290,1930,
dprio,9,5022,5025,2730,2076,
dprio,9,4988,5021,2730,2076,
dprio,9,5001,4981,2730,2077,
dprio,9,5116,5056,2735,2081,
dprio,9,5062,5050,2738,2078,
dprio,9,4970,5056,2737,2077,
dprio,9,5156,5117,2738,2078,
dprio,9,5028,4953,2743,2080,
dprio,9,5019,5031,2737,2078,
dprio,9,4978,4926,2736,2078,
epsilon,clients,noises,trials,
0.1,100000,17,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,50196,50196,12920,19349,
prio,1,49732,49732,12922,19358,
prio,1,50031,50031,12917,19360,
prio,1,50175,50175,12925,19358,
prio,1,50188,50188,12922,19364,
prio,1,49619,49619,12923,19360,
prio,1,50265,50265,12915,19359,
prio,1,50066,50066,12922,19366,
prio,1,50011,50011,12913,19360,
prio,1,49936,49936,12914,19360,
dprio,9,49833,49946,27418,20798,
dprio,9,50081,50084,27416,20794,
dprio,9,50157,50144,27418,20791,
dprio,9,49791,49826,27420,20787,
dprio,9,50213,50295,27411,20794,
dprio,9,49851,49876,27412,20785,
dprio,9,49948,50010,27417,20786,
dprio,9,49583,49663,27417,20786,
dprio,9,50090,50066,27413,20786,
dprio,9,49840,49891,27427,20790,
epsilon,clients,noises,trials,
0.1,1000000,20,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,500189,500189,129247,193619,
prio,1,499901,499901,129250,193624,
prio,1,500185,500185,129271,193558,
prio,1,499183,499183,129292,193578,
prio,1,500433,500433,129245,193621,
prio,1,500765,500765,129306,193575,
prio,1,500078,500078,129253,193577,
prio,1,499925,499925,129336,193549,
prio,1,499679,499679,129280,193624,
prio,1,500255,500255,129299,193642,
dprio,9,499323,499371,274857,207913,
dprio,9,499587,499636,274826,207901,
dprio,9,499884,499861,274727,207916,
dprio,9,500289,500388,274765,207907,
dprio,9,499541,499530,274787,207864,
dprio,9,500285,500257,274843,207852,
dprio,9,499258,499280,274723,207872,
dprio,9,500238,500199,274826,207915,
dprio,9,499364,499391,274727,207942,
dprio,9,500316,500327,274674,207890,
server analysis:
0.1 & 10000 & 1 & 1929.8 & 2075.6 & 7.56\% & 9.3 \\ \hline
0.1 & 10000 & 2 & 1930.3 & 2074.9 & 7.49\% & 11.0 \\ \hline
0.1 & 10000 & 4 & 1929.9 & 2076.2 & 7.58\% & 19.4 \\ \hline
0.1 & 10000 & 8 & 1929.6 & 2076.5 & 7.61\% & 26.4 \\ \hline
0.1 & 10000 & 16 & 1929.6 & 2078.5 & 7.72\% & 35.8 \\ \hline
client analysis:
0.1 & 10000 & 1289.7 & 2739.7 & 112.43\% \\ \hline
0.1 & 10000 & 1289.8 & 2740.5 & 112.47\% \\ \hline
0.1 & 10000 & 1290.0 & 2740.2 & 112.42\% \\ \hline
0.1 & 10000 & 1290.0 & 2740.5 & 112.44\% \\ \hline
0.1 & 10000 & 1290.4 & 2739.2 & 112.28\% \\ \hline
epsilon,clients,noises,trials,
0.1,10000,1,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5022,5022,1290,1931,
prio,1,5004,5004,1290,1930,
prio,1,5047,5047,1290,1930,
prio,1,5006,5006,1289,1931,
prio,1,4844,4844,1290,1929,
prio,1,5099,5099,1289,1929,
prio,1,4985,4985,1290,1929,
prio,1,4935,4935,1290,1930,
prio,1,4959,4959,1290,1930,
prio,1,4959,4959,1289,1929,
dprio,9,5048,5051,2740,2077,
dprio,9,4935,4945,2739,2075,
dprio,9,4973,4978,2740,2075,
dprio,9,4916,4940,2741,2074,
dprio,9,5016,5019,2740,2076,
dprio,9,5023,5004,2740,2076,
dprio,9,4991,5002,2739,2079,
dprio,9,5015,5001,2739,2075,
dprio,9,5053,5049,2739,2074,
dprio,9,5116,5116,2740,2075,
epsilon,clients,noises,trials,
0.1,10000,2,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,4918,4918,1289,1930,
prio,1,5059,5059,1291,1930,
prio,1,5003,5003,1290,1930,
prio,1,5126,5126,1289,1932,
prio,1,5017,5017,1290,1933,
prio,1,4993,4993,1289,1929,
prio,1,5083,5083,1290,1929,
prio,1,5041,5041,1291,1929,
prio,1,4990,4990,1290,1932,
prio,1,5098,5098,1289,1929,
dprio,9,4996,4989,2740,2076,
dprio,9,5124,5095,2741,2075,
dprio,9,4949,4953,2739,2076,
dprio,9,5007,5008,2739,2074,
dprio,9,4939,4943,2740,2076,
dprio,9,5046,5028,2740,2076,
dprio,9,5053,5046,2741,2075,
dprio,9,5040,5023,2744,2073,
dprio,9,4974,4986,2741,2073,
dprio,9,4989,5000,2740,2075,
epsilon,clients,noises,trials,
0.1,10000,4,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,4964,4964,1289,1929,
prio,1,4964,4964,1290,1929,
prio,1,4949,4949,1290,1929,
prio,1,5077,5077,1289,1932,
prio,1,4986,4986,1290,1929,
prio,1,4966,4966,1292,1929,
prio,1,4992,4992,1290,1929,
prio,1,4982,4982,1290,1929,
prio,1,5006,5006,1290,1931,
prio,1,4963,4963,1290,1933,
dprio,9,4877,4864,2739,2076,
dprio,9,4998,4992,2743,2076,
dprio,9,4979,4900,2740,2076,
dprio,9,4938,4958,2739,2076,
dprio,9,5060,5083,2740,2077,
dprio,9,5023,5039,2740,2077,
dprio,9,5043,5044,2740,2076,
dprio,9,5028,5047,2740,2075,
dprio,9,4981,4983,2740,2078,
dprio,9,4966,4981,2741,2075,
epsilon,clients,noises,trials,
0.1,10000,8,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5010,5010,1290,1929,
prio,1,4950,4950,1290,1929,
prio,1,4903,4903,1290,1929,
prio,1,4990,4990,1290,1932,
prio,1,5003,5003,1290,1929,
prio,1,5036,5036,1290,1929,
prio,1,4979,4979,1290,1929,
prio,1,5019,5019,1290,1930,
prio,1,5100,5100,1290,1931,
prio,1,4973,4973,1290,1929,
dprio,9,4976,4946,2741,2077,
dprio,9,4923,4907,2741,2077,
dprio,9,4967,4969,2739,2076,
dprio,9,5073,5031,2741,2076,
dprio,9,4918,4947,2740,2076,
dprio,9,5047,5027,2741,2076,
dprio,9,5048,5041,2744,2077,
dprio,9,5027,4986,2740,2077,
dprio,9,5037,5066,2737,2077,
dprio,9,5015,5063,2741,2076,
epsilon,clients,noises,trials,
0.1,10000,16,10,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,4983,4983,1290,1928,
prio,1,5028,5028,1290,1929,
prio,1,5069,5069,1290,1929,
prio,1,5011,5011,1290,1930,
prio,1,4886,4886,1293,1930,
prio,1,5009,5009,1290,1930,
prio,1,4961,4961,1290,1929,
prio,1,5028,5028,1290,1930,
prio,1,5056,5056,1290,1930,
prio,1,5041,5041,1291,1931,
dprio,9,5032,4988,2739,2079,
dprio,9,4993,5004,2739,2080,
dprio,9,5136,5051,2739,2078,
dprio,9,5084,5057,2739,2079,
dprio,9,4958,5031,2739,2078,
dprio,9,4952,5011,2739,2079,
dprio,9,4922,4901,2739,2079,
dprio,9,4948,4935,2740,2078,
dprio,9,4956,4972,2739,2078,
dprio,9,5000,5009,2740,2077,
