false,1,10000,1612
false,1,10000,1612
false,1,10000,1615
false,1,10000,1570
false,1,10000,1631
true,1,10000,1614
true,1,10000,1593
true,1,10000,1614
true,1,10000,1617
true,1,10000,1613
false,8,10000,1672
false,8,10000,1673
false,8,10000,1674
false,8,10000,1674
false,8,10000,1673
true,8,10000,1673
true,8,10000,1672
true,8,10000,1675
true,8,10000,1692
true,8,10000,1674
false,64,10000,2282
false,64,10000,2283
false,64,10000,2283
false,64,10000,2299
false,64,10000,2280
true,64,10000,2282
true,64,10000,2290
true,64,10000,2281
true,64,10000,2284
true,64,10000,2283
false,256,10000,4616
false,256,10000,4698
false,256,10000,4584
false,256,10000,4702
false,256,10000,4720
true,256,10000,4570
true,256,10000,4700
true,256,10000,4699
true,256,10000,4677
true,256,10000,4694
false,1,10000,1609
false,1,10000,1652
false,1,10000,1650
false,1,10000,1628
false,1,10000,1609
true,1,10000,1656
true,1,10000,1656
true,1,10000,1615
true,1,10000,1613
true,1,10000,1654
false,1,100000,16391
false,1,100000,16537
false,1,100000,16090
false,1,100000,16362
false,1,100000,16434
true,1,100000,16422
true,1,100000,16311
true,1,100000,16526
true,1,100000,16159
true,1,100000,16432
false,1,1000000,162031
false,1,1000000,158971
false,1,1000000,161248
false,1,1000000,160901
false,1,1000000,158383
true,1,1000000,159602
true,1,1000000,159665
true,1,1000000,160564
true,1,1000000,159132
true,1,1000000,160639
