server analysis:
0.025 & 10000 & 14 & 1748.6 & 1839.5 & 5.20\% & 177.5 \\ \hline
0.05 & 10000 & 14 & 1741.1 & 1837.3 & 5.53\% & 80.4 \\ \hline
0.1 & 10000 & 14 & 1722.6 & 1814.8 & 5.35\% & 37.1 \\ \hline
0.2 & 10000 & 14 & 1731.4 & 1823.4 & 5.32\% & 22.2 \\ \hline
0.4 & 10000 & 14 & 1713.9 & 1755.7 & 2.44\% & 9.9 \\ \hline
0.8 & 10000 & 14 & 1718.1 & 1758.6 & 2.36\% & 4.9 \\ \hline
client analysis:
0.025 & 10000 & 1107.2 & 2345.1 & 111.80\% \\ \hline
0.05 & 10000 & 1103.1 & 2339.9 & 112.11\% \\ \hline
0.1 & 10000 & 1089.9 & 2304.6 & 111.46\% \\ \hline
0.2 & 10000 & 1096.0 & 2320.5 & 111.73\% \\ \hline
0.4 & 10000 & 1081.6 & 2223.7 & 105.59\% \\ \hline
0.8 & 10000 & 1086.4 & 2234.4 & 105.68\% \\ \hline
epsilon,clients,noises,trials,
0.025,10000,14,50,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
dprio,11,5206,5019,2336,1838,
dprio,11,4559,4937,2342,1832,
dprio,11,4856,5069,2335,1833,
dprio,11,5061,5054,2339,1837,
dprio,11,5358,5067,2338,1836,
dprio,11,4689,4970,2344,1838,
dprio,11,4671,4991,2337,1835,
dprio,11,4782,5018,2341,1838,
dprio,11,5276,4989,2337,1837,
dprio,11,5129,5141,2345,1844,
dprio,11,4945,4943,2343,1838,
dprio,11,5079,4962,2335,1833,
dprio,11,5184,4913,2338,1847,
dprio,11,5109,5078,2334,1833,
dprio,11,4819,5000,2338,1834,
dprio,11,5302,5021,2335,1832,
dprio,11,4873,4925,2335,1833,
dprio,11,4999,5007,2334,1835,
dprio,11,4924,5025,2341,1839,
dprio,11,4781,4981,2342,1837,
dprio,11,5163,5079,2338,1836,
dprio,11,5081,5019,2340,1839,
dprio,11,4826,4913,2334,1836,
dprio,11,5160,5044,2344,1837,
dprio,11,5053,5001,2340,1839,
dprio,11,4715,4868,2333,1834,
dprio,11,4670,4939,2339,1837,
dprio,11,5367,5119,2336,1838,
epsilon,clients,noises,trials,
0.05,10000,14,50,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5050,5050,1105,1742,
prio,1,4901,4901,1102,1739,
prio,1,5039,5039,1102,1740,
prio,1,4902,4902,1106,1742,
prio,1,5043,5043,1103,1741,
prio,1,4981,4981,1102,1739,
prio,1,5018,5018,1101,1737,
prio,1,4926,4926,1100,1736,
prio,1,5064,5064,1097,1733,
prio,1,4952,4952,1108,1747,
prio,1,5054,5054,1101,1738,
prio,1,5007,5007,1102,1741,
prio,1,5043,5043,1106,1741,
prio,1,5025,5025,1103,1741,
prio,1,4997,4997,1105,1740,
prio,1,4963,4963,1103,1743,
prio,1,5116,5116,1104,1741,
prio,1,5013,5013,1109,1743,
prio,1,5057,5057,1105,1741,
prio,1,5015,5015,1103,1739,
prio,1,4969,4969,1102,1744,
prio,1,5056,5056,1103,1741,
prio,1,4988,4988,1103,1740,
prio,1,5019,5019,1110,1747,
prio,1,5111,5111,1103,1744,
prio,1,4943,4943,1102,1740,
prio,1,5071,5071,1104,1743,
prio,1,5126,5126,1104,1745,
prio,1,4970,4970,1102,1740,
prio,1,4993,4993,1103,1741,
prio,1,4976,4976,1102,1745,
prio,1,5011,5011,1102,1744,
prio,1,5024,5024,1105,1738,
prio,1,4954,4954,1102,1738,
prio,1,4965,4965,1102,1739,
prio,1,4983,4983,1108,1746,
prio,1,5046,5046,1102,1742,
prio,1,5012,5012,1101,1739,
prio,1,5079,5079,1102,1740,
prio,1,5041,5041,1100,1742,
prio,1,5027,5027,1103,1741,
prio,1,5045,5045,1102,1739,
prio,1,4974,4974,1102,1741,
prio,1,5003,5003,1104,1745,
prio,1,5040,5040,1102,1738,
prio,1,4922,4922,1101,1740,
prio,1,5072,5072,1106,1746,
prio,1,5018,5018,1102,1740,
prio,1,5054,5054,1104,1743,
prio,1,4942,4942,1102,1739,
dprio,10,4832,4905,2343,1837,
dprio,10,5154,4972,2336,1834,
dprio,10,5025,5034,2339,1840,
dprio,10,5001,5049,2340,1834,
dprio,10,4893,5028,2346,1840,
dprio,10,5015,4979,2336,1834,
dprio,10,5123,4985,2333,1830,
dprio,10,4982,5075,2333,1830,
dprio,10,4793,5038,2333,1837,
dprio,10,5081,5033,2335,1837,
dprio,10,4888,5026,2335,1835,
dprio,10,5180,4977,2337,1836,
dprio,10,4822,4855,2339,1837,
dprio,10,5200,5062,2341,1837,
dprio,10,5098,5100,2340,1838,
dprio,10,5014,4985,2345,1838,
dprio,10,4968,4996,2349,1846,
dprio,10,4945,5001,2337,1839,
dprio,10,4962,4931,2336,1837,
dprio,10,5077,5054,2339,1836,
dprio,10,5190,5020,2336,1835,
dprio,10,4972,4995,2340,1837,
dprio,10,5128,5064,2346,1844,
dprio,10,4874,4999,2346,1841,
dprio,10,4987,4995,2343,1838,
dprio,10,4904,4970,2347,1841,
dprio,10,5061,5007,2336,1835,
dprio,10,4921,4986,2348,1839,
dprio,10,4872,4973,2338,1835,
dprio,10,5020,5052,2339,1836,
dprio,10,5237,4978,2344,1840,
dprio,10,5293,5071,2357,1843,
dprio,10,5037,5035,2334,1836,
dprio,10,4904,4966,2337,1835,
dprio,10,5043,5036,2340,1845,
dprio,10,5191,4950,2341,1837,
dprio,10,4936,4990,2340,1836,
dprio,10,4937,5054,2335,1834,
dprio,10,5076,4960,2336,1835,
dprio,10,4898,4883,2346,1837,
dprio,10,5100,5035,2337,1836,
dprio,10,4937,5013,2337,1836,
dprio,10,4909,4951,2339,1839,
dprio,10,4878,4944,2336,1838,
dprio,10,4951,5022,2333,1834,
dprio,10,5075,5012,2345,1840,
dprio,10,4976,5006,2339,1837,
dprio,10,4974,4982,2341,1838,
dprio,10,5006,4963,2346,1837,
dprio,10,5104,5038,2340,1839,
epsilon,clients,noises,trials,
0.1,10000,14,50,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,4945,4945,1107,1743,
prio,1,4900,4900,1103,1741,
prio,1,5017,5017,1105,1741,
prio,1,5016,5016,1110,1747,
prio,1,5033,5033,1104,1740,
prio,1,5107,5107,1105,1741,
prio,1,4945,4945,1105,1738,
prio,1,4994,4994,1105,1744,
prio,1,5097,5097,1104,1739,
prio,1,5144,5144,1101,1738,
prio,1,5012,5012,1100,1736,
prio,1,4974,4974,1103,1740,
prio,1,5092,5092,1105,1741,
prio,1,4997,4997,1104,1740,
prio,1,4935,4935,1098,1734,
prio,1,4984,4984,1085,1716,
prio,1,5006,5006,1087,1717,
prio,1,4956,4956,1084,1714,
prio,1,5009,5009,1085,1715,
prio,1,4958,4958,1087,1715,
prio,1,5052,5052,1085,1715,
prio,1,4983,4983,1086,1715,
prio,1,5113,5113,1085,1715,
prio,1,5039,5039,1087,1716,
prio,1,4986,4986,1085,1715,
prio,1,4953,4953,1084,1714,
prio,1,4963,4963,1085,1714,
prio,1,4977,4977,1085,1714,
prio,1,4963,4963,1085,1718,
prio,1,5054,5054,1084,1714,
prio,1,5015,5015,1085,1715,
prio,1,4941,4941,1086,1717,
prio,1,5018,5018,1087,1717,
prio,1,5042,5042,1086,1717,
prio,1,5106,5106,1086,1717,
prio,1,4997,4997,1082,1716,
prio,1,4996,4996,1085,1718,
prio,1,5026,5026,1084,1716,
prio,1,5016,5016,1082,1716,
prio,1,4951,4951,1083,1716,
prio,1,5006,5006,1083,1716,
prio,1,5090,5090,1082,1713,
prio,1,4985,4985,1082,1713,
prio,1,5003,5003,1079,1713,
prio,1,4960,4960,1081,1715,
prio,1,5011,5011,1081,1715,
prio,1,5093,5093,1081,1713,
prio,1,4986,4986,1079,1711,
prio,1,5028,5028,1081,1711,
prio,1,4958,4958,1080,1714,
dprio,9,5002,4958,2337,1833,
dprio,9,4829,4887,2339,1835,
dprio,9,4891,4907,2338,1839,
dprio,9,4975,4955,2341,1834,
dprio,9,4993,4993,2343,1834,
dprio,9,5069,5061,2336,1836,
dprio,9,4890,4932,2333,1835,
dprio,9,5023,4975,2342,1838,
dprio,9,4973,5006,2331,1836,
dprio,9,5058,5028,2328,1827,
dprio,9,4961,4958,2334,1833,
dprio,9,4941,4987,2335,1837,
dprio,9,4886,4900,2329,1835,
dprio,9,4975,4971,2326,1825,
dprio,9,5006,5022,2295,1808,
dprio,9,4996,5029,2295,1809,
dprio,9,4996,5056,2297,1808,
dprio,9,5036,4997,2294,1805,
dprio,9,5018,5007,2297,1809,
dprio,9,5073,5033,2296,1807,
dprio,9,5028,4968,2295,1807,
dprio,9,5094,5127,2296,1808,
dprio,9,5069,5022,2296,1808,
dprio,9,5018,5006,2296,1808,
dprio,9,5042,5031,2295,1807,
dprio,9,5124,4979,2295,1806,
dprio,9,5047,5045,2294,1806,
dprio,9,4887,4980,2296,1808,
dprio,9,4897,4937,2299,1807,
dprio,9,5092,5038,2294,1807,
dprio,9,4818,4918,2296,1808,
dprio,9,4979,4962,2296,1808,
dprio,9,4999,5011,2297,1809,
dprio,9,5110,5054,2297,1809,
dprio,9,5052,5009,2293,1809,
dprio,9,4875,4940,2293,1812,
dprio,9,5059,4967,2292,1809,
dprio,9,4948,4965,2290,1809,
dprio,9,4968,4994,2291,1807,
dprio,9,4944,4917,2288,1807,
dprio,9,4981,4993,2289,1807,
dprio,9,5020,5069,2287,1805,
dprio,9,4869,4936,2285,1805,
dprio,9,4964,5025,2288,1807,
dprio,9,4980,4983,2287,1806,
dprio,9,4861,4960,2288,1806,
dprio,9,4955,4967,2291,1808,
dprio,9,4937,4931,2286,1804,
dprio,9,5099,5079,2287,1805,
dprio,9,5072,5061,2286,1805,
epsilon,clients,noises,trials,
0.2,10000,14,50,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5005,5005,1081,1714,
prio,1,4988,4988,1082,1714,
prio,1,4994,4994,1081,1713,
prio,1,5018,5018,1102,1740,
prio,1,5025,5025,1105,1742,
prio,1,5043,5043,1103,1748,
prio,1,5036,5036,1104,1743,
prio,1,5070,5070,1100,1739,
prio,1,5063,5063,1104,1745,
prio,1,5048,5048,1106,1743,
prio,1,4929,4929,1105,1744,
prio,1,5013,5013,1101,1737,
prio,1,5068,5068,1099,1736,
prio,1,4904,4904,1101,1739,
prio,1,5143,5143,1101,1739,
prio,1,5016,5016,1109,1743,
prio,1,5099,5099,1100,1738,
prio,1,4977,4977,1102,1739,
prio,1,4948,4948,1103,1738,
prio,1,4943,4943,1111,1745,
prio,1,4924,4924,1099,1737,
prio,1,5009,5009,1105,1740,
prio,1,5060,5060,1111,1750,
prio,1,5042,5042,1103,1739,
prio,1,4963,4963,1103,1739,
prio,1,4905,4905,1102,1748,
prio,1,4940,4940,1107,1740,
prio,1,4979,4979,1109,1738,
prio,1,5039,5039,1107,1741,
prio,1,5004,5004,1103,1741,
prio,1,5019,5019,1103,1741,
prio,1,5060,5060,1104,1740,
prio,1,5042,5042,1104,1740,
prio,1,4923,4923,1102,1736,
prio,1,5082,5082,1101,1736,
prio,1,4979,4979,1100,1735,
prio,1,4966,4966,1083,1714,
prio,1,4986,4986,1081,1714,
prio,1,4905,4905,1081,1714,
prio,1,4992,4992,1081,1714,
prio,1,5004,5004,1080,1713,
prio,1,5010,5010,1080,1714,
prio,1,5026,5026,1081,1712,
prio,1,4993,4993,1081,1714,
prio,1,4995,4995,1081,1714,
prio,1,5054,5054,1082,1713,
prio,1,5084,5084,1080,1713,
prio,1,5104,5104,1082,1713,
prio,1,5003,5003,1081,1712,
prio,1,5040,5040,1082,1714,
dprio,8,4899,4895,2290,1806,
dprio,8,4960,4942,2288,1805,
dprio,8,5096,5082,2289,1827,
dprio,8,4980,5006,2339,1837,
dprio,8,5045,5029,2342,1837,
dprio,8,5035,5067,2339,1834,
dprio,8,5027,4998,2337,1831,
dprio,8,5084,5088,2333,1833,
dprio,8,4946,4951,2343,1836,
dprio,8,5023,4994,2342,1841,
dprio,8,4925,4946,2331,1829,
dprio,8,5027,5028,2330,1829,
dprio,8,4986,4963,2328,1829,
dprio,8,5071,5037,2334,1828,
dprio,8,5048,5032,2338,1839,
dprio,8,5061,5053,2332,1831,
dprio,8,4923,4958,2333,1832,
dprio,8,4971,5002,2344,1836,
dprio,8,4967,5005,2337,1839,
dprio,8,5006,4976,2342,1830,
dprio,8,5049,5063,2335,1835,
dprio,8,4939,4955,2340,1838,
dprio,8,4974,4951,2344,1833,
dprio,8,4951,4978,2342,1837,
dprio,8,4962,4938,2334,1830,
dprio,8,4978,5007,2346,1843,
dprio,8,5004,5025,2341,1838,
dprio,8,5007,5036,2339,1833,
dprio,8,4990,5005,2337,1833,
dprio,8,5078,5088,2334,1832,
dprio,8,5020,5014,2335,1833,
dprio,8,4970,4949,2334,1835,
dprio,8,5123,5096,2337,1830,
dprio,8,4990,5011,2331,1830,
dprio,8,5032,5043,2335,1829,
dprio,8,4911,4867,2343,1802,
dprio,8,5094,5083,2289,1805,
dprio,8,5046,5006,2288,1804,
dprio,8,5094,5075,2288,1804,
dprio,8,5009,4999,2288,1804,
dprio,8,5032,5032,2288,1805,
dprio,8,4926,4974,2287,1802,
dprio,8,4980,4947,2287,1803,
dprio,8,4925,4926,2289,1804,
dprio,8,4923,4943,2288,1804,
dprio,8,5114,5104,2288,1803,
dprio,8,4966,5051,2288,1802,
dprio,8,4980,4978,2286,1804,
dprio,8,4879,4919,2288,1803,
dprio,8,4951,4991,2287,1804,
epsilon,clients,noises,trials,
0.4,10000,14,50,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5081,5081,1081,1715,
prio,1,4952,4952,1080,1711,
prio,1,5062,5062,1082,1714,
prio,1,4999,4999,1081,1712,
prio,1,5057,5057,1080,1713,
prio,1,4989,4989,1082,1713,
prio,1,4961,4961,1081,1712,
prio,1,4981,4981,1081,1713,
prio,1,4960,4960,1081,1714,
prio,1,4876,4876,1080,1713,
prio,1,4947,4947,1081,1714,
prio,1,4943,4943,1079,1710,
prio,1,5088,5088,1080,1712,
prio,1,4948,4948,1080,1713,
prio,1,4911,4911,1082,1714,
prio,1,4966,4966,1081,1713,
prio,1,4957,4957,1081,1715,
prio,1,5111,5111,1081,1715,
prio,1,5011,5011,1083,1714,
prio,1,5016,5016,1082,1714,
prio,1,5011,5011,1082,1715,
prio,1,5023,5023,1082,1714,
prio,1,5038,5038,1081,1713,
prio,1,4971,4971,1082,1714,
prio,1,5094,5094,1082,1714,
prio,1,5042,5042,1081,1713,
prio,1,5004,5004,1081,1713,
prio,1,5052,5052,1081,1712,
prio,1,4968,4968,1082,1712,
prio,1,5044,5044,1081,1713,
prio,1,5025,5025,1080,1712,
prio,1,4995,4995,1082,1714,
prio,1,4887,4887,1081,1713,
prio,1,5034,5034,1081,1714,
prio,1,4925,4925,1082,1713,
prio,1,5019,5019,1082,1714,
prio,1,4968,4968,1082,1715,
prio,1,4974,4974,1083,1715,
prio,1,4955,4955,1083,1716,
prio,1,5052,5052,1083,1714,
prio,1,5039,5039,1083,1716,
prio,1,4997,4997,1084,1717,
prio,1,4967,4967,1082,1716,
prio,1,5089,5089,1083,1717,
prio,1,4907,4907,1083,1717,
prio,1,4975,4975,1081,1716,
prio,1,4958,4958,1081,1713,
prio,1,5104,5104,1081,1715,
prio,1,4995,4995,1085,1715,
prio,1,4970,4970,1086,1716,
dprio,7,5008,5004,2222,1754,
dprio,7,4963,4979,2221,1754,
dprio,7,5014,5011,2220,1755,
dprio,7,4872,4878,2220,1756,
dprio,7,5031,5016,2222,1754,
dprio,7,4992,4992,2223,1754,
dprio,7,4971,4974,2222,1755,
dprio,7,4938,4952,2222,1755,
dprio,7,5040,5038,2222,1754,
dprio,7,4947,4941,2220,1755,
dprio,7,4949,4951,2220,1753,
dprio,7,5132,5113,2220,1754,
dprio,7,4982,4955,2220,1753,
dprio,7,4980,4963,2221,1755,
dprio,7,4956,4958,2221,1755,
dprio,7,4917,4923,2221,1754,
dprio,7,5046,5043,2224,1756,
dprio,7,5091,5086,2222,1756,
dprio,7,4978,4964,2224,1756,
dprio,7,5024,5025,2225,1756,
dprio,7,5132,5118,2224,1756,
dprio,7,5048,5038,2225,1755,
dprio,7,5045,5046,2225,1755,
dprio,7,4919,4925,2224,1756,
dprio,7,5053,5065,2226,1757,
dprio,7,4960,4986,2224,1756,
dprio,7,4991,4952,2223,1755,
dprio,7,5029,5044,2223,1754,
dprio,7,5070,5079,2223,1755,
dprio,7,5058,5076,2223,1755,
dprio,7,4963,4958,2221,1755,
dprio,7,5065,5051,2223,1757,
dprio,7,4978,4992,2223,1754,
dprio,7,5021,5015,2223,1755,
dprio,7,5006,5005,2224,1755,
dprio,7,4937,4943,2225,1756,
dprio,7,4897,4905,2225,1757,
dprio,7,4961,4957,2225,1757,
dprio,7,5058,5058,2226,1757,
dprio,7,4880,4903,2224,1758,
dprio,7,5083,5053,2227,1758,
dprio,7,5014,5013,2227,1759,
dprio,7,4999,4995,2227,1759,
dprio,7,5017,5020,2226,1758,
dprio,7,4990,4999,2225,1757,
dprio,7,4979,5007,2225,1756,
dprio,7,5001,4995,2223,1755,
dprio,7,4946,4941,2231,1759,
dprio,7,5062,5067,2231,1759,
dprio,7,5027,5017,2232,1758,
epsilon,clients,noises,trials,
0.8,10000,14,50,
flavor,dimension,calculated_sum,actual_sum,client_elapsed,server_elapsed,
prio,1,5035,5035,1085,1715,
prio,1,5015,5015,1086,1716,
prio,1,4970,4970,1084,1716,
prio,1,5036,5036,1085,1720,
prio,1,4962,4962,1090,1723,
prio,1,4935,4935,1090,1723,
prio,1,4969,4969,1090,1724,
prio,1,4849,4849,1090,1722,
prio,1,4979,4979,1089,1722,
prio,1,5004,5004,1090,1722,
prio,1,5033,5033,1089,1722,
prio,1,4939,4939,1089,1721,
prio,1,4930,4930,1088,1720,
prio,1,5093,5093,1088,1720,
prio,1,5013,5013,1088,1719,
prio,1,5026,5026,1087,1718,
prio,1,5033,5033,1086,1718,
prio,1,4886,4886,1087,1719,
prio,1,4950,4950,1086,1718,
prio,1,4995,4995,1087,1719,
prio,1,5029,5029,1087,1718,
prio,1,5029,5029,1087,1719,
prio,1,5034,5034,1087,1716,
prio,1,5084,5084,1085,1718,
prio,1,5035,5035,1086,1717,
prio,1,5008,5008,1084,1717,
prio,1,5072,5072,1084,1716,
prio,1,4989,4989,1085,1716,
prio,1,4935,4935,1085,1717,
prio,1,5107,5107,1085,1717,
prio,1,5044,5044,1084,1716,
prio,1,5076,5076,1085,1716,
prio,1,5045,5045,1085,1717,
prio,1,4977,4977,1085,1715,
prio,1,4922,4922,1085,1715,
prio,1,5047,5047,1085,1716,
prio,1,5042,5042,1085,1715,
prio,1,4984,4984,1083,1715,
prio,1,4962,4962,1085,1716,
prio,1,4986,4986,1086,1717,
prio,1,5013,5013,1086,1717,
prio,1,5055,5055,1085,1716,
prio,1,5059,5059,1087,1717,
prio,1,5016,5016,1086,1721,
prio,1,5077,5077,1086,1718,
prio,1,5024,5024,1086,1718,
prio,1,5000,5000,1086,1717,
prio,1,5070,5070,1087,1718,
prio,1,4891,4891,1086,1718,
prio,1,5113,5113,1087,1717,
dprio,6,5123,5117,2235,1757,
dprio,6,5013,5007,2232,1758,
dprio,6,5035,5035,2232,1758,
dprio,6,5041,5036,2239,1764,
dprio,6,4971,4968,2242,1764,
dprio,6,5004,5002,2241,1764,
dprio,6,5017,5007,2243,1764,
dprio,6,5076,5063,2243,1762,
dprio,6,5074,5070,2239,1763,
dprio,6,5040,5027,2243,1761,
dprio,6,5026,5028,2238,1761,
dprio,6,4970,4973,2238,1762,
dprio,6,5014,5019,2236,1760,
dprio,6,5062,5062,2237,1760,
dprio,6,5013,5013,2237,1760,
dprio,6,4994,4994,2235,1758,
dprio,6,4928,4933,2234,1758,
dprio,6,5056,5062,2235,1759,
dprio,6,4988,5001,2234,1759,
dprio,6,5011,5012,2234,1758,
dprio,6,5033,5037,2234,1759,
dprio,6,5029,5032,2236,1758,
dprio,6,5070,5062,2232,1759,
dprio,6,4976,4978,2233,1758,
dprio,6,4943,4940,2233,1758,
dprio,6,5037,5038,2230,1757,
dprio,6,4952,4974,2228,1756,
dprio,6,5022,5011,2232,1756,
dprio,6,4868,4870,2231,1757,
dprio,6,4998,5005,2232,1757,
dprio,6,5028,5032,2234,1756,
dprio,6,5052,5040,2237,1758,
dprio,6,5070,5070,2235,1756,
dprio,6,4982,4982,2230,1755,
dprio,6,5022,5020,2234,1756,
dprio,6,4961,4969,2229,1756,
dprio,6,4997,4995,2230,1758,
dprio,6,5096,5099,2229,1757,
dprio,6,5029,5030,2231,1758,
dprio,6,5008,4995,2232,1758,
dprio,6,5033,5036,2231,1757,
dprio,6,5056,5057,2231,1756,
dprio,6,5081,5080,2233,1758,
dprio,6,5038,5048,2233,1757,
dprio,6,5009,5015,2232,1758,
dprio,6,4945,4955,2233,1758,
dprio,6,4983,4981,2232,1758,
dprio,6,4958,4959,2237,1759,
dprio,6,5016,5010,2238,1758,
dprio,6,4977,4976,2233,1758,
